,tweets
28026,36 allout captain virat shami umesh 2nd inning lost toss still manag win  bleedblu
28027,bring natarajan place injur umesh
28028,maja aa gya congratul teamindia look seri 11 ye india h salut u sir
28029,sever year back saba karim spoke keeperbat ranchi went becom dhoni year ago spoke highli raw shubhman gill
28030,congratul team india
28031,best kind end 2020 thank india ausvind
28032,umpir cant save 🦘🤣🤣🤣🤣
28033,11 equal 1st dekh lo ya 2nd 1st au 2nd ind congratul
28034,sri lanka lose  pakistan lose  india  worst time
28035,thank melbourn win mighti aussi pride maharashtra pride india inspir captainci inspir leadership ausind
28036,guy said india celebr year beat australia home without virat kohli  cricket cricketn bcci
28037,hum jeet gye congratul indvau
28038,take bow brilliant leadership tremend victori teamindia indvau
28039,atleast realis india test match au bcci stop play danc amp made indian captain test superb captainci
28040,bro thing anoth wicket suppos think rahan got one support bat virat kohli come
28041,peopl say good guy finish last ajinkyarahan prove everyon wrong indvau
28042,11 indvau dream 40 dream
28043,would watch peac regardless result  ye happi board without top player
28044,congratul  siraj intern futur star dont forget gil indvau
28045,huge day indian cricket congratul team
28046,watta histor win teamindia 36 debacl adelaid amz test match cricket amp well play mind u top player miss
28047,histor win mcg rahan shine bat captainci  gill superb cement place jadeja pant impact bumrah ash lead bowl attack siraj dream debut team effort  bordergavaskartrophi ausvind indvau boxingdaytest
28048,congratul team india 2nd test win australia 
28049,greatest comeback histor loss back back box day test match win downund 🤙🤙🤙 ausvind well done boy
28050,comonnn blue team 
28051,histor win congratul team india well play indvau ajinkyarahan
28052,congratul team  perfect fight well play indvau
28053,brilliant captainci 8wkt win display show attitud pressur kudo jinx enorm victori perform everyon rais occas teamindia ausvind
28054,congratul victori second test better jobin absenc seri 11 alsomr predict wrong india pink win match india
28055,congrat india look forward result new year go ahead boy indvau
28056,hard fought victori show grit determin charact heart nation proud guy collect effort whole team thank guy memor win ausvind
28057,congratul amaz win amaz charact come back adelaid 1 1 gameon bringiton ausvsind
28058,congratul  team thank much new year gift captain
28059,honestli speak sud captain india test match person commit ran india need first test loss thank deserv full time test captain pl remov
28060,congratul mawa  great comeback 
28061,forc play 3rd test mcg indvau
28062,huge come back amp comprehens win indiancricketteam big defeat 1st test match congratul indvau mind without gr8
28063,great win great tempera great leadership great teamwork great bounceback ausvindtest
28064,super
28065,michael
28066,congrat shubman destroy shaw test career
28067,wat emphat win 36allout chao indvau ausvindtest ausvindonsoni ausvsindia kudo win back seri 11
28068,ghost adelaid buri emphat way melbourn indvau downund
28069,welldon team india bcci indvau
28070,congrat teamindia great win unforgett defeat congratul massiv win  indvau
28071,last batsman hit win run australia great wall rahul dravid fit rahan today two modest cricket histori indian cricket indvau
28072,spirit alway inspir gener come next proud way skipper lead frm front ausvind
28073,congratul
28074,histor test win  lead front matter 🥳🥁
28075,congrat everyon  ausvindtest
28076,ye headach good headach
28077,watch win run shut fuck mouth well play
28078,wow incred comeback win fine display mental strength charact congratul everi member squad indvau
28079,hail come back team india bhumra suraj 
28080,indvau india 8 wicket 
28081,complet shitti year histor win crush aussi gill siraj rock debut good captainci great knock rahane indvsaustest indvau kingkohli
28082,pleas upcom test captain rahan
28083,icc bcci great amp must win india loos 1st test jink lead front gill shown calib cher
28084,victori past 36 enorm game victori wonder find siraj indvau
28085,great hard fought win imp calm leadership indvau
28086,jinxxx beuti  anoth box day test pocket way go guy  jai hind ausvind boxingday2020 boxingdaytest
28087,win  congrat
28088,u rock india great manner
28089,win mcg great win keep indvau 
28090, histor test win  great turnaround 36 debacl fantast allround performance everyon team proud effort  jinks bowler  gill siraj debut  go well next matches ausvind
28091,congrat team india level score let start new year win indvau
28092,know sleep man might hving nightmar
28093,couldn’t end 2020 better win  🤴kudo team 
28094,cant writeoff gun team comeback awesom work ausvind
28095,captain play build match well done hope eye open
28096,comeback    like boss  congratul  indvau
28097,congratul teamindia indvau indiavsaustralia
28098,miss predict one bad session first test match make bad team overnight
28099,india end decad win note thank indvau indiancricketteam indvsaustest tuesdayvib
28100,congratul teamindia fantast test victori mcg indvau debut superb team work
28101,india test win australia melbourn 4  adelaid 2 sydney 1 perth 1 comeback siraj 
28102,whaaatttt come back team india true champ lead team fantast way seri beauti setup boxingdaytest indvsaustest
28103,congratul indian team  jai hind 
28104,yayindia win box day test match indvau rahan fabul team india come back seri 
28105,come back dark 36 domin test win australia bravo team india  indvau
28106,go 36 come back stronger melbourn valiant effort take bow great team effort everyon quiet impress siraj  indvau rahan jaddu ashwin gill bumrah siraj indiancricketteam boxingdaytest
28107,india boxingdaytest 8 wicket indvau
28108,congratul 🥳 team india  indvau
28109,rahan thing  pleas give captainci ajinkya rahan 
28110,shouldn’t write indian cricket team easi come back match true test great captainci debut match sara bhai take bow boy
28111,well play team india shubmangil jadeja indvau
28112,box day test favour team india mani time
28113,gm bhai see unut match peac
28114,well done boy
28115, holi came earli
28116,take bow team india take charact bounc back humili loss ausvind
28117,congratul india win test match australia indvau ausvind
28118,congratul cricket team india
28119,congratul team india
28120,well play cap well play india
28121,8 wicket great captainci great man congratul team india
28122,happi end 2020
28123,congratul  indian team
28124,win comeback congrat player coach support staff team manag excel team effort ausvind
28125,turnaround world need 2021 display charact grit ausvind
28126,think time take away captainci guy cannot win ipl trophi mani season fail captain india doesn’t deserv captain anymor
28127,congratul team india brilliant performance indvau ausvind boxingdaytest boxingday ajinkyarahan
28128,aaj phli baar offic jate hue acchi news mili hai indvau india match seri target bleedblu
28129,congratul stand capt team
28130,congratul
28131,big day indian cricket congratul teamindia mcgtest
28132,win overcom humili adelaid fashion make test match memor brilliant players
